Student_ID;Age;Gender;Family_Income;Internet_Access;Study_Hours_per_Day;Attendance_Rate;Assignment_Delay_Days;Travel_Time_Minutes;Part_Time_Job;Scholarship;Stress_Index;GPA;Semester_GPA;CGPA;Semester;Department;Parental_Education;Dropout
4585;20.06;Male;64056.0;Yes;0,090972222;85.01.00;2;25.01.00;No;Yes;06.05;0,1;0,100694444;0,100694444;Year 1;CS;High School;0
4586;23.06;Male;46209.0;Yes;0,136805556;85.07.00;2;48.09.00;Yes;Yes;02.07;0,178472222;03.14;03.24;Year 2;Science;High School;0
4587;23.02;Female;50093.0;Yes;0,334722222;81.07.00;0;61.08.00;No;No;05.05;0,179166667;03.57;03.06;Year 3;CS;Bachelor;0
4588;23.00;Female;25000.0;Yes;00.05;91.00.00;3;25.03.00;Yes;Yes;06.08;01.23;01.02;01.04;Year 2;Engineering;High School;0
4589;20.00;Male;73679.0;Yes;0,179166667;79.02.00;7;25.01.00;No;No;04.02;02.06;01.09;01.09;Year 1;Engineering;Bachelor;1
4590;18.06;Female;25000.0;Yes;0,168055556;84.06.00;2;38.02.00;No;No;05.08;02.17;02.54;02.59;Year 3;Business;Master;0
4591;19.07;Female;25000.0;Yes;04.05;93.06.00;3;34.01.00;No;No;06.00;03.14;03.27;03.21;Year 3;Arts;Master;0
4592;21.04;Female;25000.0;Yes;0,186805556;99.02.00;3;36.04.00;No;No;03.09;03.09;03.08;03.08;Year 1;Business;None;0
4593;22.02;Female;52479.0;Yes;0,134027778;75.04.00;1;05.00;No;No;07.05;01.39;01.32;01.32;Year 1;Engineering;Bachelor;1
4594;17.00;Male;26692.0;Yes;05.32;86.04.00;0;27.01.00;No;No;06.01;03.02;0,144444444;02.09;Year 2;Science;Master;0
4595;21.00;Female;39698.0;Yes;0,102777778;85.06.00;3;39.07.00;No;No;02.05;0,169444444;03.07;03.07;Year 1;Business;PhD;0
4596;21.03;Male;31118.0;Yes;06.43;91.08.00;1;05.00;No;No;05.07;02.55;03.17;03.17;Year 2;Science;Bachelor;0
4597;20.04;Female;28085.0;Yes;04.59;95.01.00;6;10.06;No;No;08.01;03.03;03.52;03.52;Year 2;Science;PhD;0
4598;23.08;Male;25000.0;Yes;0,140277778;79.03.00;0;08.07;Yes;Yes;05.05;02.08;01.58;01.05;Year 2;CS;Bachelor;1
4599;21.09;Male;88193.0;Yes;03.01;81.04.00;2;37.08.00;Yes;Yes;04.03;0,15;02.09;0,142361111;Year 2;Arts;High School;0
4600;23.09;Female;25000.0;Yes;05.49;82.06.00;4;18.08;No;No;04.05;03.09;03.07;03.07;Year 1;Business;High School;0
4601;20.05;Male;38076.0;Yes;02.25;85.08.00;1;15.06;No;No;05.02;01.51;01.42;01.51;Year 4;CS;Bachelor;0
4602;23.01;Male;37272.0;Yes;04.06;88.06.00;1;30.07.00;No;No;03.03;01.05;01.12;01.12;Year 1;Arts;High School;1
4603;24.06.00;Male;59434.0;Yes;0,191666667;79.00.00;5;15.01;Yes;No;08.00;0,133333333;02.08;0,140277778;Year 3;CS;Master;0
4604;23.09;Female;68381.0;Yes;0,188888889;96.09.00;1;35.04.00;No;Yes;07.02;00.04;00.56;00.59;Year 3;Arts;Bachelor;1
4605;18.06;Female;27380.0;Yes;0,215972222;67.04.00;0;59.00.00;No;Yes;07.04;01.01;0,065972222;0,065277778;Year 4;Science;Master;1
4606;20.04;Male;40873.0;Yes;0,225;72.04.00;3;25.06.00;No;No;02.08;02.02;02.18;02.24;Year 4;Business;High School;0
4607;20.02;Male;85727.0;Yes;04.54;86.09.00;2;06.07;No;No;05.07;04.00;04.00;04.00;Year 4;Engineering;Bachelor;0
4608;22.01;Male;28592.0;Yes;05.46;80.07.00;1;24.06.00;Yes;No;07.04;02.07;0,151388889;0,151388889;Year 1;Science;High School;0
4609;22.05;Female;25000.0;Yes;04.33;77.05.00;1;35.09.00;No;No;03.08;03.47;0,171527778;0,170833333;Year 4;Engineering;Master;0
4610;19.02;Female;25000.0;Yes;03.35;89.07.00;2;34.07.00;No;No;05.04;0,104861111;0,090972222;0,089583333;Year 2;Engineering;Master;1
4611;21.01;Male;25000.0;Yes;02.53;88.05.00;4;40.01.00;No;Yes;03.05;0,097916667;0,106944444;0,102777778;Year 2;Engineering;High School;1
4612;17.00;Male;37164.0;Yes;04.08;92.00.00;4;22.09;No;No;07.00;0,142361111;0,141666667;0,141666667;Year 1;Engineering;High School;0
4613;24.02.00;Male;56313.0;Yes;04.51;73.07.00;1;26.06.00;No;Yes;05.01;0,104861111;01.35;01.31;Year 3;Science;High School;1
4614;19.09;Male;;Yes;;88.05.00;3;05.00;Yes;No;;02.08;01.39;01.39;Year 3;Science;High School;0
4615;21.01;Male;25000.0;Yes;04.58;88.04.00;3;37.04.00;No;Yes;03.05;0,151388889;0,148611111;0,147916667;Year 3;Arts;Bachelor;0
4616;20.03;Female;54885.0;Yes;0,14375;73.09.00;3;14.03;Yes;Yes;08.03;01.51;01.05;01.05;Year 1;CS;Bachelor;1
4617;23.05;Male;25000.0;No;0,140972222;82.03.00;2;32.04.00;Yes;No;05.06;0,098611111;01.05;0,064583333;Year 4;Business;Bachelor;1
4618;17.00;Male;25000.0;Yes;04.02;89.08.00;2;19.05;No;Yes;06.09;0,125694444;02.39;02.47;Year 3;Arts;High School;1
4619;21.00;Female;26715.0;Yes;01.27;92.07.00;2;29.00.00;No;Yes;06.02;0,108333333;0,088888889;0,0875;Year 4;Science;Bachelor;1
4620;20.08;Male;34581.0;Yes;0,269444444;80.08.00;3;41.05.00;No;No;03.09;03.25;02.05;02.44;Year 3;Arts;Master;0
4621;20.00;Female;38305.0;Yes;05.19;73.02.00;1;24.08.00;No;No;02.05;04.00;04.00;0,192361111;Year 4;CS;Master;0
4622;24.08.00;Female;28576.0;Yes;02.45;94.03.00;1;21.01;No;Yes;05.02;0,106944444;02.02;02.05;Year 2;Engineering;High School;0
4623;19.00;Male;85479.0;Yes;0,177083333;82.03.00;4;30.00.00;Yes;Yes;07.05;02.03;0,090972222;0,091666667;Year 4;Engineering;Bachelor;1
4624;22.07;Female;30918.0;Yes;04.02;66.09.00;4;22.03;No;Yes;02.00;04.00;0,188888889;0,188888889;Year 1;Science;High School;0
4625;21.08;Male;55315.0;No;03.03;80.01.00;1;18.07;No;Yes;09.00;0,042361111;00.08;0,059722222;Year 2;Science;PhD;1
4626;23.08;Female;;No;;76.01.00;3;52.04.00;No;No;;0,091666667;0,107638889;0,107638889;Year 1;Arts;Master;1
4627;19.05;Female;25000.0;Yes;0,183333333;72.02.00;4;07.07;Yes;Yes;05.08;00.25;00.00;00.08;Year 4;CS;Master;1
4628;19.04;Female;26854.0;Yes;0,19375;82.09.00;2;37.08.00;No;No;05.03;0,065277778;0,061805556;0,056944444;Year 4;Engineering;Master;0
4629;23.04;Female;106297.0;Yes;0,182638889;79.04.00;1;28.04.00;Yes;Yes;07.00;03.45;0,152083333;0,145138889;Year 3;Arts;High School;0
4630;21.09;Female;25000.0;Yes;04.07;81.07.00;0;20.01;No;Yes;03.03;0,129861111;02.55;02.54;Year 4;Engineering;Bachelor;0
4631;17.06;Female;;No;;78.05.00;4;34.02.00;Yes;No;;0,091666667;01.45;01.54;Year 2;CS;Bachelor;0
4632;19.08;Female;;Yes;;86.00.00;1;30.04.00;No;Yes;;02.25;02.25;02.25;Year 1;Arts;Bachelor;1
4633;21.09;Male;25000.0;Yes;04.56;80.02.00;1;45.08.00;Yes;Yes;08.07;0,14375;03.01;03.17;Year 2;Science;Bachelor;0
4634;22.08;Female;25000.0;Yes;05.52;87.03.00;0;16.04;Yes;No;04.08;0,105555556;01.56;0,084722222;Year 3;Business;Bachelor;0
4635;19.05;Male;25000.0;No;04.59;79.01.00;2;23.08;Yes;No;05.06;02.25;02.37;02.04;Year 4;CS;High School;0
4636;17.00;Male;70207.0;Yes;06.26;90.09.00;1;42.01.00;Yes;Yes;05.04;0,168055556;03.37;03.37;Year 1;Engineering;Bachelor;0
4637;22.02;Female;27393.0;Yes;02.18;82.01.00;1;27.05.00;No;No;04.06;01.04;0,057638889;0,057638889;Year 1;Business;Bachelor;1
4638;18.03;Male;25000.0;Yes;03.24;72.03.00;3;36.06.00;Yes;Yes;08.02;01.05;02.28;02.22;Year 4;CS;High School;0
4639;17.00;Male;25000.0;Yes;04.47;75.02.00;4;44.06.00;No;No;03.07;0,16875;03.05;03.05;Year 1;Engineering;Master;0
4640;17.00;Female;111757.0;No;04.32;72.07.00;0;36.07.00;No;No;02.08;0,171527778;04.00;0,191666667;Year 4;Business;High School;1
4641;22.08;Male;;Yes;;58.02.00;1;22.07;Yes;No;;0,142361111;03.03;03.00;Year 4;Engineering;None;0
4642;21.03;Male;38590.0;Yes;04.08;71.05.00;2;25.08.00;Yes;No;04.02;0,106944444;0,096527778;0,09375;Year 4;Engineering;Bachelor;0
4643;20.05;Female;25000.0;No;04.27;73.03.00;0;44.07.00;No;No;06.00;02.12;02.41;02.28;Year 3;Business;High School;0
4644;24.01.00;Female;36047.0;Yes;05.53;82.00.00;0;31.09.00;No;Yes;06.06;00.08;00.05;00.05;Year 1;Arts;Bachelor;0
4645;22.04;Female;71367.0;Yes;0,126388889;87.09.00;0;27.06.00;No;No;05.08;00.00;00.00;00.00;Year 1;CS;Bachelor;1
4646;24.06.00;Male;25000.0;Yes;04.07;71.02.00;3;34.06.00;No;Yes;05.05;01.33;0,085416667;0,089583333;Year 3;Arts;Bachelor;0
4647;17.09;Male;39150.0;Yes;03.42;75.06.00;1;14.06;No;No;01.08;04.00;03.25;03.29;Year 2;Engineering;Bachelor;0
4648;20.09;Female;25000.0;Yes;05.11;88.04.00;4;27.02.00;No;No;06.05;0,108333333;0,108333333;02.00;Year 4;Business;Master;0
4649;17.04;Male;100079.0;Yes;0,215972222;80.07.00;2;29.01.00;No;Yes;05.09;0,141666667;03.32;03.29;Year 4;CS;None;0
4650;20.05;Female;34931.0;Yes;03.37;68.03.00;0;28.09.00;No;Yes;08.09;00.25;00.14;00.12;Year 2;Science;Bachelor;1
4651;20.05;Female;25000.0;No;05.03;82.03.00;1;25.03.00;Yes;Yes;07.05;03.11;03.32;03.03;Year 2;CS;Bachelor;1
4652;22.04;Male;25000.0;Yes;0,192361111;84.09.00;1;26.03.00;No;No;02.08;04.00;04.00;04.00;Year 1;Arts;Master;0
4653;21.01;Male;25000.0;Yes;02.38;84.05.00;1;28.06.00;Yes;Yes;07.04;0,099305556;01.55;01.55;Year 1;Business;Bachelor;0
4654;22.04;Male;25000.0;No;0,171527778;100.00.00;1;47.05.00;No;No;03.02;02.27;02.09;02.19;Year 4;Arts;PhD;0
4655;22.05;Female;25000.0;Yes;07.01;76.00.00;1;05.00;No;No;07.00;02.17;0,100694444;0,099305556;Year 3;Engineering;Bachelor;0
4656;25.07.00;Male;28035.0;Yes;0,177083333;90.08.00;2;38.04.00;No;No;08.01;01.44;01.41;01.45;Year 4;CS;High School;0
4657;20.03;Male;27339.0;Yes;04.31;81.08.00;1;29.00.00;No;No;08.09;02.54;02.35;02.31;Year 3;Arts;Bachelor;0
4658;18.09;Female;39863.0;Yes;04.37;85.07.00;4;29.03.00;Yes;Yes;04.08;00.39;00.45;00.39;Year 4;Science;High School;0
4659;21.05;Female;25000.0;Yes;0,190277778;76.08.00;3;25.01.00;No;No;06.08;00.45;00.56;00.56;Year 2;Arts;Bachelor;1
4660;19.02;Male;25000.0;No;0,277083333;76.06.00;0;36.00.00;Yes;No;07.03;00.00;00.00;00.01;Year 2;Engineering;High School;1
4661;24.03.00;Female;29594.0;Yes;0,232638889;72.00.00;1;41.04.00;Yes;Yes;06.03;0,103472222;02.08;02.09;Year 3;Arts;High School;0
4662;20.04;Male;25000.0;Yes;0,225694444;70.03.00;3;07.02;No;No;02.05;03.59;0,193055556;0,192361111;Year 4;CS;Master;0
4663;19.08;Female;32405.0;Yes;0,170138889;87.04.00;1;55.01.00;No;No;05.08;03.56;03.32;03.32;Year 1;CS;High School;0
4664;20.00;Female;25000.0;Yes;04.09;77.07.00;0;31.07.00;No;No;06.05;0,102083333;02.01;02.09;Year 2;Business;Bachelor;1
4665;22.06;Male;58250.0;Yes;03.06;100.00.00;0;31.03.00;No;No;05.05;03.33;03.35;03.35;Year 1;Engineering;Bachelor;0
4666;20.07;Female;44827.0;Yes;04.56;78.02.00;3;13.03;No;No;04.00;00.02;0,050694444;0,049305556;Year 4;Business;High School;0
4667;19.06;Male;25000.0;Yes;0,297222222;87.04.00;4;23.01;Yes;Yes;05.01;03.25;03.31;03.29;Year 4;CS;High School;0
4668;24.07.00;Female;44209.0;Yes;06.03;82.04.00;0;46.03.00;No;Yes;07.01;02.29;02.41;02.46;Year 2;Arts;High School;0
4669;19.01;Male;31790.0;Yes;0,184027778;67.04.00;3;30.08.00;Yes;No;06.02;0,065972222;01.07;01.07;Year 3;Arts;Bachelor;0
4670;21.01;Male;25000.0;Yes;04.29;71.02.00;3;35.00.00;No;Yes;06.03;01.07;02.00;02.05;Year 2;Science;Master;0
4671;22.04;Male;25000.0;Yes;02.57;69.09.00;2;24.05.00;Yes;No;05.01;02.22;0,09375;0,1;Year 2;Engineering;High School;0
4672;17.04;Male;35949.0;Yes;0,172222222;93.08.00;0;53.06.00;Yes;No;06.03;03.04;03.43;03.43;Year 3;CS;Master;0
4673;22.01;Female;25000.0;Yes;01.11;92.04.00;2;28.02.00;No;No;01.07;0,151388889;0,147916667;0,147916667;Year 1;Business;Bachelor;0
4674;18.07;Female;57353.0;Yes;05.19;97.04.00;5;43.06.00;No;Yes;05.04;0,140972222;0,129861111;0,129861111;Year 1;CS;High School;1
4675;22.08;Female;29984.0;Yes;03.03;64.02.00;2;28.02.00;No;No;04.08;0,132638889;0,125694444;0,125694444;Year 1;Science;High School;0
4676;18.09;Male;25000.0;Yes;0,185416667;71.00.00;1;34.02.00;Yes;Yes;05.05;0,105555556;0,10625;0,10625;Year 3;CS;Master;0
4677;22.05;Male;87440.0;Yes;03.41;86.08.00;2;34.02.00;Yes;Yes;03.04;03.57;0,193055556;0,184722222;Year 4;Business;PhD;0
4678;23.04;Female;42019.0;Yes;05.34;75.09.00;2;41.01.00;No;Yes;06.02;01.09;00.57;00.57;Year 1;Arts;Master;0
4679;22.09;Male;25000.0;No;0,2625;87.06.00;1;38.09.00;No;Yes;09.00;02.06;02.28;02.36;Year 3;Business;Bachelor;0
4680;21.06;Female;25000.0;Yes;0,265972222;78.04.00;0;24.03.00;No;No;05.06;02.52;0,130555556;0,13125;Year 3;Engineering;High School;0
4681;20.05;Female;25000.0;Yes;02.34;77.06.00;1;43.09.00;No;No;05.06;03.08;0,135416667;0,136805556;Year 2;Science;Bachelor;0
4682;19.07;Male;25000.0;Yes;0,225694444;67.05.00;1;18.01;No;No;10.00;00.45;0,045833333;0,047916667;Year 3;Business;Bachelor;1
4683;24.02.00;Female;27260.0;Yes;0,14375;77.04.00;2;15.08;No;Yes;03.08;01.04;0,054861111;0,054861111;Year 1;Arts;Bachelor;0
4684;19.05;Female;36770.0;Yes;04.19;85.00.00;1;26.05.00;No;No;06.04;01.37;01.46;01.46;Year 1;Engineering;Master;0
4685;18.07;Female;;Yes;;59.099.999.999.999.900;1;34.07.00;Yes;Yes;;0,14375;03.11;03.02;Year 4;Business;High School;0
4686;22.05;Male;56768.0;Yes;0,170833333;82.05.00;1;17.07;No;Yes;04.08;0,095138889;01.09;0,100694444;Year 2;Science;Bachelor;0
4687;19.02;Male;43563.0;Yes;04.29;73.06.00;1;29.01.00;Yes;No;07.00;02.27;02.00;02.02;Year 4;Arts;High School;0
4688;18.09;Male;41976.0;Yes;03.02;75.08.00;2;13.04;No;No;05.08;0,172222222;0,18125;0,18125;Year 1;Science;Bachelor;0
4689;17.08;Male;33553.0;Yes;05.42;76.04.00;3;26.08.00;No;No;03.06;0,068055556;01.00;0,065972222;Year 4;CS;Bachelor;0
4690;19.09;Male;64349.0;No;0,175;85.07.00;4;41.07.00;Yes;No;05.02;02.02;01.08;0,095138889;Year 3;Business;Bachelor;0
4691;20.08;Female;25000.0;Yes;03.31;88.09.00;1;19.09;No;No;05.04;03.31;0,147916667;0,147916667;Year 2;Engineering;High School;0
4692;21.05;Female;25000.0;Yes;04.44;96.07.00;1;15.03;Yes;Yes;04.04;02.21;0,108333333;0,109722222;Year 3;Science;PhD;0
4693;23.01;Female;25000.0;Yes;05.02;88.02.00;1;34.05.00;No;No;02.06;0,147916667;03.42;03.42;Year 1;Science;Master;0
4694;22.02;Male;56033.0;No;02.19;84.09.00;2;20.05;Yes;No;04.08;01.11;01.49;01.43;Year 3;Business;Master;0
4695;20.06;Female;28391.0;Yes;04.06;96.02.00;1;59.01.00;No;No;02.08;03.38;0,168055556;03.55;Year 3;Business;High School;0
4696;20.06;Male;;Yes;;69.02.00;1;32.03.00;No;Yes;;01.08;01.11;01.18;Year 3;Arts;Bachelor;0
4697;22.01;Female;25000.0;Yes;0,227083333;86.09.00;4;42.03.00;Yes;No;06.05;01.31;0,095138889;0,104861111;Year 2;Business;Bachelor;1
4698;23.08;Female;31356.0;Yes;03.33;89.07.00;1;14.02;Yes;Yes;03.02;00.00;00.02;00.07;Year 2;Business;Master;1
4699;21.03;Female;41270.0;Yes;0,144444444;83.04.00;2;35.05.00;Yes;No;05.06;02.01;0,090972222;0,09375;Year 4;Engineering;High School;0
4700;20.00;Female;25000.0;Yes;03.08;81.05.00;4;17.09;Yes;Yes;03.01;0,143055556;0,144444444;0,144444444;Year 1;CS;None;1
4701;18.08;Female;36869.0;Yes;04.22;80.07.00;1;27.09.00;Yes;Yes;04.08;01.57;01.53;01.53;Year 1;Science;High School;0
4702;17.08;Male;30357.0;Yes;04.07;77.04.00;1;21.00;Yes;No;04.03;0,170833333;0,172916667;0,172916667;Year 1;Business;Bachelor;0
4703;22.05;Male;25000.0;Yes;03.19;78.00.00;2;42.05.00;Yes;No;06.04;01.38;01.04;01.39;Year 2;Business;High School;0
4704;22.03;Male;60088.0;Yes;04.07;90.05.00;3;33.09.00;No;No;02.06;0,127777778;0,13125;0,135416667;Year 4;Business;Master;0
4705;22.03;Male;25000.0;Yes;03.16;73.02.00;1;31.04.00;Yes;No;07.03;02.34;02.03;02.34;Year 2;Business;High School;1
4706;20.07;Female;35064.0;Yes;03.51;83.01.00;0;46.03.00;No;Yes;07.07;0,049305556;0,064583333;0,065277778;Year 2;Engineering;Master;1
4707;24.01.00;Male;71168.0;Yes;03.36;81.08.00;1;30.02.00;Yes;Yes;05.02;0,136805556;0,129166667;0,135416667;Year 2;CS;High School;0
4708;19.09;Female;25000.0;Yes;03.08;70.06.00;0;42.04.00;No;No;03.01;0,0875;0,086805556;0,084722222;Year 2;CS;High School;0
4709;23.01;Male;25000.0;Yes;02.41;88.07.00;4;51.06.00;No;No;01.07;0,1;01.44;01.44;Year 1;Business;Bachelor;0
4710;20.09;Male;121441.0;Yes;03.09;71.03.00;1;31.07.00;No;Yes;07.05;02.02;0,108333333;0,108333333;Year 1;CS;Bachelor;0
4711;19.07;Female;39523.0;Yes;05.47;76.00.00;0;33.01.00;Yes;Yes;09.01;0,061805556;01.02;0,06875;Year 4;Arts;PhD;0
4712;22.03;Male;25000.0;Yes;04.11;81.03.00;2;41.05.00;No;No;05.06;03.13;02.08;0,140972222;Year 2;Business;Master;0
4713;21.09;Female;48126.0;Yes;0,167361111;93.09.00;2;47.02.00;Yes;No;03.04;03.03;03.41;03.32;Year 2;Arts;Bachelor;0
4714;21.08;Female;25000.0;No;05.05;86.02.00;0;31.05.00;No;No;03.05;04.00;0,176388889;03.07;Year 4;Business;PhD;0
4715;21.02;Male;25000.0;No;03.36;84.05.00;1;22.04;No;No;07.06;01.06;0,107638889;01.09;Year 2;Arts;Bachelor;1
4716;20.09;Male;67739.0;Yes;04.25;92.08.00;1;40.04.00;No;No;05.08;0,099305556;0,102083333;0,1;Year 2;CS;PhD;0
4717;26.03.00;Male;25000.0;Yes;0,109722222;79.09.00;1;36.09.00;No;Yes;03.08;00.55;00.53;00.49;Year 4;Business;Bachelor;0
4718;23.06;Female;129447.0;Yes;0,19375;98.00.00;1;40.03.00;No;Yes;09.06;01.55;01.51;01.47;Year 4;Science;Bachelor;1
4719;22.06;Female;25000.0;Yes;03.57;86.00.00;2;38.04.00;Yes;Yes;07.04;01.36;01.59;01.57;Year 3;Business;Master;1
4720;21.02;Male;106933.0;Yes;01.58;83.01.00;0;32.05.00;No;No;06.05;01.02;01.51;01.48;Year 4;Arts;High School;0
4721;23.02;Female;25000.0;Yes;03.42;67.06.00;1;33.02.00;Yes;No;04.05;02.08;02.12;02.12;Year 4;CS;Bachelor;0
4722;22.01;Male;;Yes;;89.08.00;2;38.04.00;No;Yes;;0,086805556;0,089583333;01.06;Year 4;Science;High School;0
4723;21.01;Female;40128.0;Yes;03.23;86.03.00;0;12.06;Yes;No;07.01;03.37;0,181944444;0,185416667;Year 3;Business;Bachelor;0
4724;20.03;Female;49151.0;Yes;0,211111111;80.02.00;4;46.00.00;Yes;Yes;05.03;04.00;0,175;0,174305556;Year 3;Arts;Bachelor;0
4725;20.08;Female;53147.0;Yes;0,140277778;78.00.00;1;35.04.00;No;No;07.05;0,102083333;01.36;01.34;Year 2;Arts;None;0
4726;17.00;Female;25000.0;Yes;03.08;98.01.00;3;19.08;Yes;No;07.04;03.07;0,184027778;0,184027778;Year 1;Engineering;Master;0
4727;21.05;Male;25000.0;Yes;02.02;75.06.00;0;32.02.00;No;No;06.00;02.33;02.52;02.46;Year 3;Arts;High School;0
4728;19.09;Female;28838.0;Yes;04.38;84.08.00;1;45.08.00;No;Yes;03.04;03.43;0,15;0,149305556;Year 2;CS;PhD;0
4729;24.05.00;Male;33990.0;Yes;03.42;82.03.00;2;33.05.00;No;No;03.07;02.58;02.34;02.35;Year 3;Arts;High School;1
4730;21.00;Female;25000.0;Yes;0,190972222;87.05.00;1;21.02;Yes;No;02.06;04.00;04.00;0,190277778;Year 2;Arts;Bachelor;0
4731;18.04;Male;35120.0;No;05.49;66.06.00;2;14.07;No;Yes;07.09;02.59;02.21;02.24;Year 2;CS;High School;1
4732;20.09;Female;;Yes;;87.04.00;2;59.06.00;No;No;;0,190972222;04.00;0,193055556;Year 4;Engineering;Bachelor;0
4733;18.07;Female;25000.0;Yes;0,252777778;94.08.00;0;09.01;Yes;No;05.06;03.34;03.41;03.41;Year 1;Arts;Bachelor;0
4734;22.00;Female;37684.0;Yes;0,171527778;66.08.00;0;34.00.00;No;Yes;02.06;0,134722222;0,143055556;0,143055556;Year 1;CS;None;0
4735;21.06;Male;25328.0;Yes;05.37;74.04.00;2;23.00;Yes;No;08.05;0,068055556;0,05625;0,054166667;Year 2;Engineering;High School;1
4736;23.01;Female;25000.0;Yes;0,184027778;86.05.00;3;42.05.00;Yes;No;03.04;03.17;03.17;03.07;Year 3;CS;High School;0
4737;19.03;Female;47688.0;Yes;0,102777778;80.09.00;2;15.04;Yes;Yes;06.01;02.42;0,139583333;0,142361111;Year 2;Arts;Bachelor;0
4738;21.01;Female;25000.0;Yes;02.39;87.04.00;2;49.03.00;No;No;02.07;02.48;02.06;02.06;Year 1;Engineering;None;0
4739;18.00;Male;25000.0;Yes;0,170833333;88.00.00;1;28.05.00;Yes;No;07.01;0,093055556;01.54;01.56;Year 3;Science;PhD;1
4740;22.05;Male;31046.0;Yes;0,1;83.08.00;2;27.04.00;Yes;Yes;07.05;02.31;02.23;02.02;Year 3;CS;None;1
4741;22.01;Male;67818.0;Yes;0,214583333;96.01.00;2;26.02.00;No;No;05.05;01.08;02.07;02.07;Year 2;CS;Bachelor;0
4742;22.01;Male;33379.0;Yes;05.07;88.00.00;1;22.09;Yes;No;05.04;02.46;0,095833333;0,095833333;Year 2;Engineering;High School;0
4743;21.00;Male;;Yes;;56.400.000.000.000.000;3;25.06.00;No;No;;00.59;0,065972222;0,06875;Year 2;CS;Bachelor;1
4744;21.09;Male;25000.0;Yes;0,16875;87.06.00;2;38.06.00;Yes;Yes;04.04;03.33;0,139583333;0,139583333;Year 1;Engineering;Bachelor;1
4745;24.05.00;Male;28365.0;Yes;0,186111111;81.07.00;3;09.03;Yes;No;07.05;02.06;02.36;02.36;Year 1;Business;None;0
4746;20.04;Male;28873.0;No;04.09;86.04.00;3;21.00;No;No;06.00;02.21;02.32;02.36;Year 3;CS;Master;0
4747;21.03;Male;35454.0;No;04.53;91.03.00;3;47.09.00;No;No;02.07;03.35;0,125694444;02.59;Year 2;CS;High School;0
4748;18.06;Female;;Yes;;79.09.00;2;28.09.00;No;No;;02.27;02.54;02.55;Year 2;Arts;PhD;0
4749;19.01;Female;66436.0;Yes;02.16;82.07.00;3;23.01;No;Yes;05.08;02.03;0,099305556;0,101388889;Year 4;Arts;High School;0
4750;21.02;Male;25000.0;Yes;04.00;88.07.00;2;14.07;No;Yes;04.09;0,152083333;0,152083333;0,143055556;Year 2;CS;High School;0
4751;23.04;Female;25000.0;Yes;0,182638889;73.04.00;1;16.00;Yes;No;05.08;01.19;0,084722222;0,084027778;Year 2;CS;Bachelor;1
4752;20.04;Female;;Yes;;78.03.00;2;41.08.00;No;Yes;;01.04;00.47;00.47;Year 1;CS;Bachelor;1
4753;20.05;Female;25000.0;Yes;0,302083333;77.05.00;2;20.01;No;No;05.02;03.48;03.35;03.35;Year 1;CS;Bachelor;0
4754;20.01;Male;65375.0;No;04.22;90.03.00;4;39.07.00;No;Yes;06.09;02.41;02.21;02.26;Year 2;CS;Bachelor;0
4755;19.08;Male;69070.0;No;03.16;95.08.00;3;18.02;No;Yes;06.07;02.36;0,126388889;0,127083333;Year 4;Arts;High School;0
4756;21.06;Female;52424.0;Yes;03.27;100.00.00;3;28.05.00;No;No;06.06;01.35;01.36;01.37;Year 2;Arts;Bachelor;0
4757;17.07;Male;26402.0;Yes;05.08;88.09.00;1;29.02.00;Yes;No;04.04;01.02;0,05;0,047916667;Year 4;Business;Bachelor;0
4758;23.08;Male;35313.0;Yes;05.55;91.00.00;1;21.00;No;Yes;04.00;03.02;0,170138889;0,170833333;Year 4;CS;Master;0
4759;19.05;Male;25000.0;Yes;04.08;68.02.00;1;30.09.00;Yes;No;06.02;04.00;0,178472222;0,174305556;Year 3;CS;High School;0
4760;22.06;Male;98134.0;Yes;05.32;67.07.00;2;05.00;Yes;Yes;06.09;0,126388889;02.56;02.56;Year 4;Science;Bachelor;1
4761;18.02;Female;25000.0;Yes;02.39;75.00.00;2;28.09.00;No;Yes;04.02;02.22;0,09375;0,094444444;Year 2;Science;Bachelor;0
4762;22.05;Male;25531.0;Yes;0,190277778;72.00.00;2;35.03.00;Yes;No;05.01;02.02;01.54;01.45;Year 3;CS;Bachelor;0
4763;22.05;Female;31552.0;No;02.05;86.01.00;6;20.00;Yes;No;06.02;0,125694444;03.15;03.12;Year 4;Science;None;0
4764;21.08;Female;27876.0;Yes;05.04;95.09.00;2;32.06.00;No;Yes;05.03;02.15;02.04;02.07;Year 2;Business;High School;0
4765;18.08;Female;25000.0;Yes;05.17;82.01.00;1;31.08.00;Yes;No;07.06;03.06;03.06;03.01;Year 2;CS;Bachelor;0
4766;21.05;Male;68638.0;Yes;0,132638889;76.08.00;1;32.03.00;No;Yes;03.01;04.00;0,190972222;0,190972222;Year 1;Arts;Bachelor;0
4767;18.04;Male;52584.0;Yes;03.22;84.04.00;2;13.09;Yes;No;02.09;03.15;03.34;03.35;Year 4;Science;Bachelor;0
4768;20.04;Male;36070.0;Yes;0,135416667;76.02.00;3;31.01.00;Yes;Yes;07.05;0,107638889;0,097916667;0,097916667;Year 1;Business;High School;0
4769;23.03;Male;25000.0;Yes;04.29;77.07.00;0;09.03;Yes;No;06.06;01.01;0,042361111;00.59;Year 4;CS;High School;0
